user_id,household_size,space_type,space_purpose,space_sqm,space_size_cat,style_pref,cooking_freq,laundry_pattern,media_pref,pet,budget_range,payment_pref,recommended_fridge_l,recommended_washer_kg,recommended_tv_inch,recommended_vacuum,recommended_oven,purchased_items
user_0502,2인,주택,주방,77,큼,클래식,가끔,주 1회,,유,200~300만원,렌탈,250,7,,스틱(펫모드),전자레인지+인덕션,"냉장고,세탁기,식기세척기"
user_0503,1인,주택,주방,98,큼,미니멀,거의 안 함,주 2~3회,,유,300~500만원,일시불,200,10,,스틱(펫모드),전자레인지,"냉장고,세탁기"
user_0504,3~4인,원룸,,21,작음,클래식,가끔,주 1회,일반 TV 시청,무,200~300만원,일시불,350,6,55.0,무선청소기,전자레인지+인덕션,"냉장고,세탁기,청소기,조리기기"
user_0505,3~4인,아파트,주방,68,중간,내추럴,자주,주 1회,,무,200~300만원,렌탈,350,8,,로봇,빌트인 오븐,"냉장고,청소기,조리기기"
user_0506,1인,오피스텔,기타,42,중간,내추럴,자주,매일,영화/OTT 중심,무,100만원대,혼합,180,10,55.0,로봇,전자레인지+인덕션,"냉장고,조리기기,공기청정기"
user_0507,1인,원룸,,25,작음,클래식,거의 안 함,주 1회,일반 TV 시청,유,300~500만원,렌탈,200,6,43.0,스틱(펫모드),전자레인지,"냉장고,식기세척기"
user_0508,1인,주택,방,104,큼,인더스트리얼,거의 안 함,주 2~3회,게임 중심,무,200~300만원,일시불,180,9,75.0,스틱,전자레인지,"냉장고,TV"
user_0509,1인,원룸,,29,작음,미니멀,거의 안 함,주 2~3회,일반 TV 시청,무,200~300만원,혼합,150,10,43.0,로봇,전자레인지,"세탁기,식기세척기"
user_0510,5인 이상,주택,주방,113,큼,클래식,자주,주 1회,,유,100만원대,일시불,450,7,,로봇+스틱,빌트인 오븐,"냉장고,세탁기,청소기,조리기기"
user_0511,2인,아파트,거실,63,중간,모던,가끔,주 1회,일반 TV 시청,무,500만원 이상,일시불,300,7,55.0,스틱,전기오븐,"냉장고,세탁기,청소기,조리기기,공기청정기,식기세척기"
user_0512,5인 이상,아파트,기타,58,중간,미니멀,자주,주 2~3회,게임 중심,유,100만원대,혼합,400,9,75.0,로봇+스틱,컨벡션 오븐,"냉장고,세탁기,조리기기,공기청정기"
user_0513,1인,오피스텔,서재,32,중간,인더스트리얼,거의 안 함,주 1회,영화/OTT 중심,유,500만원 이상,일시불,150,8,65.0,스틱(펫모드),전자레인지,"냉장고,세탁기,TV,청소기,공기청정기"
user_0514,2인,주택,거실,85,큼,인더스트리얼,자주,주 1회,게임 중심,유,200~300만원,렌탈,250,7,65.0,로봇+스틱,빌트인 오븐,"냉장고,세탁기,TV,식기세척기"
user_0515,3~4인,오피스텔,서재,27,작음,인더스트리얼,거의 안 함,주 2~3회,게임 중심,무,200~300만원,아직 잘 모름,350,8,65.0,스틱,전자레인지,"세탁기,TV"
user_0516,1인,아파트,전체,80,큼,인더스트리얼,거의 안 함,주 2~3회,게임 중심,무,200~300만원,렌탈,180,8,75.0,스틱,전자레인지,"냉장고,세탁기,TV,청소기,공기청정기"
user_0517,1인,아파트,기타,51,중간,모던,가끔,주 2~3회,영화/OTT 중심,유,100만원대,일시불,150,9,50.0,스틱(펫모드),전자레인지+인덕션,"냉장고,TV,조리기기,공기청정기"
user_0518,5인 이상,원룸,,19,작음,내추럴,거의 안 함,주 1회,영화/OTT 중심,무,200~300만원,아직 잘 모름,500,6,55.0,스틱,전자레인지,"냉장고,세탁기,TV,청소기"
user_0519,1인,아파트,드레스룸,66,중간,내추럴,거의 안 함,매일,,무,200~300만원,일시불,180,10,,로봇,전자레인지,"냉장고,세탁기"
user_0520,3~4인,아파트,전체,54,중간,미니멀,거의 안 함,주 1회,영화/OTT 중심,무,300~500만원,일시불,350,6,55.0,스틱,전자레인지,"냉장고,세탁기,TV,식기세척기"
user_0521,1인,아파트,방,27,작음,미니멀,거의 안 함,주 1회,일반 TV 시청,무,200~300만원,혼합,180,6,50.0,무선청소기,전자레인지,"냉장고,세탁기,청소기,공기청정기"
user_0522,1인,아파트,전체,94,큼,내추럴,거의 안 함,주 1회,영화/OTT 중심,무,500만원 이상,일시불,200,6,55.0,스틱,전자레인지,"냉장고,세탁기,청소기,식기세척기"
user_0523,2인,아파트,거실,58,중간,클래식,가끔,주 2~3회,일반 TV 시청,무,200~300만원,일시불,250,9,50.0,스틱,전자레인지+인덕션,"냉장고,세탁기,TV,청소기"
user_0524,1인,아파트,기타,61,중간,미니멀,가끔,주 2~3회,영화/OTT 중심,무,100만원대,일시불,150,9,50.0,스틱,전자레인지+인덕션,"냉장고,조리기기,공기청정기,식기세척기"
user_0525,2인,주택,전체,115,큼,인더스트리얼,자주,주 1회,일반 TV 시청,무,200~300만원,일시불,200,6,50.0,로봇,빌트인 오븐,냉장고
user_0526,2인,아파트,방,56,중간,내추럴,거의 안 함,주 1회,일반 TV 시청,무,500만원 이상,혼합,250,6,43.0,스틱,전자레인지,"냉장고,세탁기,공기청정기"
user_0527,3~4인,주택,전체,156,큼,클래식,거의 안 함,주 1회,일반 TV 시청,무,100만원대,일시불,350,6,43.0,스틱,전자레인지,"냉장고,세탁기,TV,청소기"
user_0528,2인,원룸,,21,작음,인더스트리얼,가끔,주 1회,일반 TV 시청,무,100만원대,아직 잘 모름,250,7,50.0,스틱,전자레인지+인덕션,"냉장고,청소기,조리기기"
user_0529,3~4인,아파트,드레스룸,25,작음,클래식,거의 안 함,주 2~3회,,무,500만원 이상,렌탈,350,10,,로봇,전자레인지,"냉장고,세탁기,공기청정기,식기세척기"
user_0530,1인,아파트,방,61,중간,모던,가끔,주 2~3회,영화/OTT 중심,무,200~300만원,일시불,180,8,55.0,스틱,전기오븐,"냉장고,세탁기,청소기,조리기기"
user_0531,2인,오피스텔,주방,15,작음,미니멀,자주,주 1회,,무,100만원대,일시불,250,6,,로봇,빌트인 오븐,"냉장고,세탁기,조리기기"
user_0532,1인,주택,기타,112,큼,클래식,거의 안 함,주 2~3회,영화/OTT 중심,유,300~500만원,일시불,150,10,55.0,스틱(펫모드),전자레인지,"냉장고,TV,청소기"
user_0533,5인 이상,아파트,방,80,큼,모던,가끔,주 2~3회,영화/OTT 중심,유,300~500만원,아직 잘 모름,450,9,55.0,로봇+스틱,전자레인지+인덕션,"냉장고,세탁기,공기청정기"
user_0534,1인,원룸,,22,작음,모던,가끔,주 1회,일반 TV 시청,유,100만원대,일시불,200,6,43.0,로봇+스틱,전기오븐,"세탁기,TV,청소기,조리기기"
user_0535,1인,아파트,거실,77,큼,내추럴,거의 안 함,주 2~3회,영화/OTT 중심,유,100만원대,일시불,180,9,65.0,스틱(펫모드),전자레인지,"냉장고,세탁기,청소기,공기청정기"
user_0536,1인,원룸,,14,작음,인더스트리얼,가끔,주 2~3회,일반 TV 시청,무,500만원 이상,일시불,150,9,50.0,무선청소기,전기오븐,"냉장고,세탁기,TV"
user_0537,2인,아파트,드레스룸,38,중간,내추럴,가끔,주 1회,,유,200~300만원,일시불,250,6,,스틱(펫모드),전자레인지+인덕션,"냉장고,세탁기,청소기,조리기기,공기청정기"
user_0538,3~4인,기타,서재,44,중간,모던,가끔,주 1회,영화/OTT 중심,유,500만원 이상,아직 잘 모름,300,7,55.0,스틱(펫모드),전자레인지+인덕션,"냉장고,세탁기,건조기,TV,청소기"
user_0539,3~4인,아파트,드레스룸,96,큼,미니멀,자주,주 1회,,유,200~300만원,렌탈,300,6,,스틱(펫모드),빌트인 오븐,"냉장고,세탁기,청소기,조리기기,공기청정기"
user_0540,1인,주택,드레스룸,123,큼,모던,자주,주 2~3회,,무,200~300만원,일시불,180,10,,스틱,컨벡션 오븐,"세탁기,조리기기"
user_0541,2인,아파트,기타,96,큼,모던,거의 안 함,주 2~3회,일반 TV 시청,무,100만원대,일시불,200,10,43.0,스틱,전자레인지,"냉장고,TV,청소기,공기청정기"
user_0542,1인,아파트,드레스룸,89,큼,모던,거의 안 함,매일,,무,500만원 이상,일시불,150,10,,스틱,전자레인지,"냉장고,세탁기,청소기"
user_0543,1인,주택,서재,114,큼,내추럴,거의 안 함,매일,영화/OTT 중심,무,300~500만원,일시불,200,12,65.0,무선청소기,전자레인지,"냉장고,세탁기"
user_0544,5인 이상,원룸,,27,작음,인더스트리얼,가끔,주 1회,영화/OTT 중심,무,500만원 이상,렌탈,500,8,50.0,스틱,전자레인지+인덕션,"냉장고,세탁기,TV,청소기,식기세척기"
user_0545,1인,오피스텔,주방,31,중간,내추럴,거의 안 함,주 2~3회,,무,100만원대,일시불,180,9,,로봇,전자레인지,"냉장고,세탁기,공기청정기"
user_0546,1인,주택,방,65,중간,내추럴,가끔,주 2~3회,일반 TV 시청,무,300~500만원,일시불,150,9,55.0,로봇,전자레인지+인덕션,"냉장고,세탁기,청소기,조리기기,식기세척기"
user_0547,1인,기타,거실,51,중간,클래식,거의 안 함,주 1회,일반 TV 시청,유,300~500만원,일시불,180,6,50.0,스틱(펫모드),전자레인지,"냉장고,세탁기,TV,식기세척기"
user_0548,1인,아파트,기타,69,중간,모던,자주,주 2~3회,영화/OTT 중심,유,100만원대,렌탈,150,8,50.0,스틱(펫모드),전자레인지+인덕션,"냉장고,세탁기,TV,조리기기,공기청정기"
user_0549,3~4인,아파트,서재,75,큼,내추럴,거의 안 함,주 1회,일반 TV 시청,무,300~500만원,렌탈,300,8,50.0,스틱,전자레인지,"냉장고,세탁기,TV,청소기"
user_0550,3~4인,아파트,드레스룸,65,중간,내추럴,자주,매일,,무,300~500만원,아직 잘 모름,350,12,,무선청소기,전자레인지+인덕션,"냉장고,조리기기"
user_0551,2인,아파트,방,65,중간,모던,가끔,주 1회,영화/OTT 중심,유,300~500만원,일시불,300,8,55.0,스틱(펫모드),전자레인지+인덕션,"냉장고,청소기,조리기기,공기청정기,식기세척기"
user_0552,3~4인,아파트,방,88,큼,미니멀,거의 안 함,주 1회,영화/OTT 중심,무,200~300만원,일시불,300,6,50.0,무선청소기,전자레인지,"냉장고,세탁기,TV,청소기,식기세척기"
user_0553,1인,주택,기타,91,큼,인더스트리얼,자주,주 2~3회,일반 TV 시청,무,200~300만원,아직 잘 모름,150,9,55.0,무선청소기,빌트인 오븐,"세탁기,TV,청소기"
user_0554,1인,오피스텔,드레스룸,25,작음,클래식,가끔,주 2~3회,,유,100만원대,일시불,150,9,,스틱(펫모드),전자레인지+인덕션,"냉장고,세탁기,조리기기,공기청정기"
user_0555,1인,아파트,주방,56,중간,미니멀,가끔,주 1회,,무,300~500만원,렌탈,150,6,,무선청소기,전기오븐,"냉장고,세탁기,조리기기,공기청정기"
user_0556,5인 이상,주택,주방,66,중간,클래식,가끔,주 2~3회,,무,500만원 이상,일시불,500,9,,로봇,전자레인지+인덕션,"냉장고,세탁기,청소기,식기세척기"
user_0557,1인,아파트,서재,22,작음,인더스트리얼,자주,주 2~3회,일반 TV 시청,무,200~300만원,일시불,180,8,50.0,로봇,전자레인지+인덕션,"냉장고,세탁기,TV,청소기,조리기기,공기청정기"
user_0558,2인,주택,주방,105,큼,내추럴,거의 안 함,주 2~3회,,무,100만원대,일시불,250,9,,스틱,전자레인지,"냉장고,세탁기"
user_0559,1인,주택,드레스룸,48,중간,모던,가끔,주 1회,,무,200~300만원,아직 잘 모름,150,7,,로봇,전자레인지+인덕션,"냉장고,세탁기,청소기"
user_0560,3~4인,아파트,거실,53,중간,인더스트리얼,가끔,주 1회,일반 TV 시청,무,300~500만원,렌탈,400,7,50.0,무선청소기,전자레인지+인덕션,"냉장고,세탁기,조리기기,공기청정기"
user_0561,1인,오피스텔,주방,27,작음,모던,자주,주 2~3회,,무,300~500만원,아직 잘 모름,150,8,,무선청소기,전자레인지+인덕션,"냉장고,세탁기,청소기,조리기기"
user_0562,3~4인,주택,기타,43,중간,클래식,거의 안 함,매일,영화/OTT 중심,무,500만원 이상,아직 잘 모름,400,10,55.0,스틱,전자레인지,"냉장고,세탁기,건조기,TV,청소기"
user_0563,1인,아파트,주방,30,중간,모던,자주,주 1회,,유,200~300만원,아직 잘 모름,150,6,,스틱(펫모드),전자레인지+인덕션,"냉장고,세탁기,청소기,공기청정기"
user_0564,3~4인,아파트,서재,51,중간,인더스트리얼,자주,주 2~3회,일반 TV 시청,무,200~300만원,일시불,350,9,43.0,스틱,전자레인지+인덕션,"냉장고,세탁기,TV,청소기,조리기기,식기세척기"
user_0565,3~4인,오피스텔,기타,29,작음,미니멀,가끔,주 1회,영화/OTT 중심,무,500만원 이상,렌탈,350,8,50.0,무선청소기,전자레인지+인덕션,"냉장고,세탁기,건조기,청소기,조리기기"
user_0566,1인,주택,기타,71,큼,미니멀,거의 안 함,주 1회,일반 TV 시청,유,300~500만원,일시불,150,7,43.0,스틱(펫모드),전자레인지,"냉장고,세탁기,TV,식기세척기"
user_0567,3~4인,주택,서재,109,큼,내추럴,자주,주 1회,영화/OTT 중심,무,200~300만원,일시불,400,6,50.0,스틱,빌트인 오븐,"세탁기,TV,청소기"
user_0568,5인 이상,아파트,서재,63,중간,모던,거의 안 함,주 1회,영화/OTT 중심,무,500만원 이상,일시불,450,6,65.0,로봇,전자레인지,"냉장고,세탁기,건조기,TV"
user_0569,2인,주택,주방,108,큼,내추럴,가끔,주 1회,,유,200~300만원,일시불,200,6,,스틱(펫모드),전기오븐,"냉장고,청소기,조리기기,식기세척기"
user_0570,3~4인,아파트,전체,52,중간,내추럴,거의 안 함,주 2~3회,일반 TV 시청,무,500만원 이상,아직 잘 모름,300,8,55.0,무선청소기,전자레인지,"냉장고,세탁기"
user_0571,1인,아파트,서재,70,큼,내추럴,자주,주 2~3회,영화/OTT 중심,무,200~300만원,일시불,150,10,55.0,무선청소기,전자레인지+인덕션,"세탁기,TV,청소기,공기청정기"
user_0572,2인,원룸,,20,작음,내추럴,자주,주 1회,영화/OTT 중심,무,200~300만원,일시불,250,6,65.0,로봇,컨벡션 오븐,"냉장고,세탁기,청소기"
user_0573,3~4인,주택,방,108,큼,미니멀,가끔,주 2~3회,영화/OTT 중심,유,500만원 이상,일시불,350,8,55.0,스틱(펫모드),전자레인지+인덕션,"세탁기,TV"
user_0574,3~4인,아파트,기타,36,중간,모던,거의 안 함,주 1회,게임 중심,무,100만원대,일시불,350,7,55.0,스틱,전자레인지,"냉장고,세탁기,TV,공기청정기,식기세척기"
user_0575,5인 이상,기타,주방,58,중간,미니멀,가끔,주 1회,,무,100만원대,일시불,450,6,,스틱,전자레인지+인덕션,"냉장고,세탁기,청소기,조리기기"
user_0576,2인,원룸,,15,작음,내추럴,가끔,주 2~3회,일반 TV 시청,무,200~300만원,일시불,200,9,50.0,로봇,전자레인지+인덕션,"냉장고,TV,청소기,조리기기"
user_0577,3~4인,주택,드레스룸,119,큼,클래식,자주,주 1회,,무,500만원 이상,혼합,350,7,,로봇,전자레인지+인덕션,"냉장고,세탁기,청소기,조리기기"
user_0578,3~4인,오피스텔,거실,33,중간,모던,거의 안 함,주 1회,영화/OTT 중심,무,200~300만원,일시불,350,8,55.0,스틱,전자레인지,"냉장고,세탁기,TV,청소기"
user_0579,1인,오피스텔,드레스룸,27,작음,모던,가끔,주 1회,,무,200~300만원,아직 잘 모름,180,7,,스틱,전기오븐,"냉장고,세탁기,청소기,조리기기"
user_0580,3~4인,아파트,주방,49,중간,모던,거의 안 함,주 1회,,유,300~500만원,일시불,400,6,,스틱(펫모드),전자레인지,"냉장고,세탁기,청소기,공기청정기,식기세척기"
user_0581,3~4인,아파트,전체,83,큼,클래식,가끔,주 1회,게임 중심,무,200~300만원,일시불,350,7,65.0,무선청소기,전자레인지+인덕션,"냉장고,세탁기,청소기,조리기기,식기세척기"
user_0582,1인,아파트,기타,67,중간,미니멀,가끔,주 2~3회,영화/OTT 중심,무,500만원 이상,일시불,150,9,55.0,스틱,전자레인지+인덕션,"냉장고,세탁기,조리기기,식기세척기"
user_0583,2인,아파트,서재,64,중간,미니멀,거의 안 함,주 2~3회,일반 TV 시청,무,100만원대,일시불,200,9,50.0,스틱,전자레인지,"세탁기,TV,식기세척기"
user_0584,1인,오피스텔,거실,40,중간,클래식,가끔,주 1회,게임 중심,무,100만원대,아직 잘 모름,150,6,75.0,스틱,전자레인지+인덕션,"냉장고,청소기,공기청정기"
user_0585,1인,아파트,거실,52,중간,내추럴,거의 안 함,주 2~3회,일반 TV 시청,무,200~300만원,혼합,180,8,43.0,로봇,전자레인지,"세탁기,TV,청소기,공기청정기"
user_0586,1인,아파트,드레스룸,68,중간,클래식,자주,주 2~3회,,유,500만원 이상,일시불,150,9,,스틱(펫모드),빌트인 오븐,"냉장고,세탁기,청소기,공기청정기"
user_0587,1인,아파트,드레스룸,63,중간,모던,자주,주 2~3회,,무,300~500만원,일시불,150,9,,로봇,전자레인지+인덕션,"냉장고,세탁기,청소기,조리기기"
user_0588,1인,아파트,기타,46,중간,인더스트리얼,거의 안 함,주 1회,영화/OTT 중심,무,100만원대,일시불,150,6,55.0,무선청소기,전자레인지,"냉장고,공기청정기"
user_0589,3~4인,주택,드레스룸,37,중간,모던,거의 안 함,주 1회,,무,200~300만원,일시불,300,8,,로봇,전자레인지,"세탁기,청소기"
user_0590,1인,아파트,전체,38,중간,클래식,자주,주 2~3회,게임 중심,무,300~500만원,일시불,200,9,75.0,무선청소기,빌트인 오븐,"냉장고,세탁기,TV"
user_0591,1인,아파트,거실,66,중간,클래식,거의 안 함,주 2~3회,일반 TV 시청,무,200~300만원,렌탈,150,9,55.0,스틱,전자레인지,"냉장고,세탁기,청소기,공기청정기"
user_0592,1인,아파트,기타,72,큼,모던,가끔,주 2~3회,게임 중심,유,500만원 이상,일시불,150,9,65.0,스틱(펫모드),전기오븐,"세탁기,청소기,공기청정기,식기세척기"
user_0593,1인,원룸,,22,작음,모던,자주,주 1회,게임 중심,무,200~300만원,렌탈,200,7,75.0,스틱,컨벡션 오븐,"냉장고,세탁기,TV,조리기기"
user_0594,2인,아파트,거실,35,중간,클래식,자주,주 2~3회,영화/OTT 중심,무,200~300만원,렌탈,250,8,50.0,스틱,컨벡션 오븐,"세탁기,조리기기,공기청정기,식기세척기"
user_0595,2인,주택,드레스룸,121,큼,클래식,가끔,주 2~3회,,무,300~500만원,렌탈,250,9,,로봇,전자레인지+인덕션,"냉장고,세탁기,조리기기"
user_0596,2인,오피스텔,기타,25,작음,내추럴,거의 안 함,매일,영화/OTT 중심,무,500만원 이상,일시불,250,12,55.0,스틱,전자레인지,"냉장고,세탁기,청소기,식기세척기"
user_0597,1인,오피스텔,주방,32,중간,인더스트리얼,가끔,주 2~3회,,유,300~500만원,렌탈,180,8,,스틱(펫모드),전기오븐,"냉장고,세탁기,공기청정기"
user_0598,1인,오피스텔,주방,27,작음,내추럴,거의 안 함,주 2~3회,,무,200~300만원,일시불,180,8,,무선청소기,전자레인지,"냉장고,세탁기"
user_0599,2인,주택,전체,109,큼,모던,거의 안 함,주 1회,일반 TV 시청,무,200~300만원,일시불,250,7,55.0,로봇,전자레인지,"냉장고,TV"
user_0600,3~4인,오피스텔,방,34,중간,클래식,자주,주 1회,영화/OTT 중심,무,300~500만원,일시불,350,8,65.0,로봇,전자레인지+인덕션,"냉장고,세탁기,건조기,TV"
user_0601,1인,주택,전체,80,큼,모던,자주,주 2~3회,영화/OTT 중심,무,200~300만원,렌탈,180,9,55.0,스틱,빌트인 오븐,"세탁기,조리기기"
user_0602,2인,아파트,거실,65,중간,미니멀,가끔,주 2~3회,일반 TV 시청,무,100만원대,일시불,200,8,50.0,무선청소기,전자레인지+인덕션,"냉장고,TV,청소기,공기청정기,식기세척기"
user_0603,2인,원룸,,20,작음,클래식,가끔,주 1회,영화/OTT 중심,유,200~300만원,아직 잘 모름,250,6,55.0,로봇+스틱,전기오븐,"냉장고,세탁기,TV,청소기,조리기기"
user_0604,3~4인,아파트,거실,92,큼,내추럴,가끔,주 1회,게임 중심,무,200~300만원,일시불,350,8,75.0,무선청소기,전기오븐,"냉장고,세탁기,청소기,조리기기,공기청정기,식기세척기"
user_0605,2인,주택,기타,99,큼,모던,자주,주 2~3회,일반 TV 시청,무,200~300만원,렌탈,250,8,55.0,로봇,전자레인지+인덕션,"세탁기,청소기,조리기기"
user_0606,2인,아파트,거실,98,큼,모던,자주,주 2~3회,영화/OTT 중심,무,300~500만원,렌탈,250,9,50.0,스틱,빌트인 오븐,"냉장고,세탁기,TV,청소기,조리기기"
user_0607,2인,아파트,전체,52,중간,인더스트리얼,자주,주 2~3회,영화/OTT 중심,무,200~300만원,일시불,300,8,50.0,스틱,빌트인 오븐,"냉장고,세탁기,TV,청소기,조리기기,공기청정기,식기세척기"
user_0608,1인,주택,서재,134,큼,모던,가끔,주 1회,영화/OTT 중심,무,300~500만원,렌탈,180,6,65.0,무선청소기,전기오븐,"냉장고,세탁기,식기세척기"
user_0609,1인,원룸,,22,작음,모던,가끔,매일,일반 TV 시청,무,500만원 이상,일시불,180,12,55.0,스틱,전자레인지+인덕션,"냉장고,세탁기,조리기기"
user_0610,3~4인,주택,드레스룸,107,큼,모던,가끔,주 2~3회,,무,200~300만원,일시불,350,8,,로봇,전자레인지+인덕션,"냉장고,세탁기"
user_0611,2인,아파트,서재,75,큼,인더스트리얼,가끔,주 2~3회,영화/OTT 중심,무,200~300만원,일시불,300,9,55.0,스틱,전자레인지+인덕션,"냉장고,세탁기,조리기기"
user_0612,1인,아파트,서재,59,중간,미니멀,거의 안 함,주 2~3회,게임 중심,유,100만원대,일시불,150,8,65.0,스틱(펫모드),전자레인지,"냉장고,TV,청소기,공기청정기,식기세척기"
user_0613,2인,주택,기타,126,큼,미니멀,거의 안 함,주 1회,일반 TV 시청,유,200~300만원,일시불,250,7,55.0,로봇+스틱,전자레인지,"세탁기,TV,청소기"
user_0614,1인,아파트,방,50,중간,모던,거의 안 함,주 2~3회,일반 TV 시청,무,300~500만원,일시불,150,9,43.0,스틱,전자레인지,"냉장고,TV,청소기"
user_0615,2인,원룸,,18,작음,클래식,가끔,주 2~3회,일반 TV 시청,무,100만원대,일시불,250,9,50.0,무선청소기,전기오븐,"세탁기,식기세척기"
user_0616,3~4인,주택,드레스룸,102,큼,모던,거의 안 함,주 2~3회,,무,300~500만원,일시불,350,9,,스틱,전자레인지,"냉장고,세탁기,건조기,청소기"
user_0617,2인,아파트,전체,74,큼,인더스트리얼,가끔,주 2~3회,일반 TV 시청,무,200~300만원,일시불,250,9,55.0,스틱,전자레인지+인덕션,"냉장고,세탁기,TV,청소기,조리기기"
user_0618,5인 이상,주택,방,148,큼,미니멀,자주,주 2~3회,일반 TV 시청,무,300~500만원,일시불,450,9,55.0,스틱,컨벡션 오븐,"냉장고,세탁기"
user_0619,3~4인,오피스텔,거실,16,작음,모던,가끔,주 2~3회,영화/OTT 중심,무,200~300만원,일시불,300,10,50.0,로봇,전자레인지+인덕션,"냉장고,세탁기,청소기,공기청정기,식기세척기"
user_0620,2인,아파트,방,54,중간,내추럴,가끔,주 2~3회,영화/OTT 중심,유,200~300만원,일시불,250,10,55.0,스틱(펫모드),전기오븐,"냉장고,세탁기,TV,조리기기,공기청정기,식기세척기"
user_0621,1인,아파트,서재,64,중간,내추럴,가끔,매일,영화/OTT 중심,유,100만원대,아직 잘 모름,180,12,50.0,스틱(펫모드),전기오븐,"냉장고,세탁기,TV,조리기기,공기청정기"
user_0622,3~4인,아파트,서재,96,큼,인더스트리얼,자주,주 1회,일반 TV 시청,무,100만원대,일시불,350,6,43.0,로봇,빌트인 오븐,"냉장고,세탁기,TV,조리기기,식기세척기"
user_0623,2인,아파트,방,60,중간,내추럴,거의 안 함,주 2~3회,영화/OTT 중심,유,200~300만원,아직 잘 모름,250,9,50.0,스틱(펫모드),전자레인지,"냉장고,세탁기,TV,공기청정기"
user_0624,1인,아파트,방,63,중간,내추럴,가끔,매일,일반 TV 시청,무,300~500만원,일시불,200,12,43.0,로봇,전자레인지+인덕션,"냉장고,세탁기,TV,조리기기,공기청정기,식기세척기"
user_0625,1인,아파트,서재,48,중간,모던,가끔,주 1회,일반 TV 시청,유,500만원 이상,일시불,180,7,43.0,로봇+스틱,전기오븐,"냉장고,세탁기,TV,공기청정기"
user_0626,3~4인,아파트,주방,75,큼,미니멀,거의 안 함,주 2~3회,,무,500만원 이상,일시불,350,9,,스틱,전자레인지,"세탁기,청소기,공기청정기,식기세척기"
user_0627,2인,아파트,전체,20,작음,미니멀,가끔,주 2~3회,영화/OTT 중심,무,300~500만원,아직 잘 모름,300,8,50.0,스틱,전자레인지+인덕션,"냉장고,세탁기,TV,청소기,공기청정기"
user_0628,2인,주택,주방,101,큼,모던,거의 안 함,주 1회,,무,300~500만원,일시불,250,6,,무선청소기,전자레인지,"냉장고,세탁기,청소기"
user_0629,2인,오피스텔,전체,33,중간,모던,가끔,주 2~3회,게임 중심,무,200~300만원,일시불,200,9,65.0,스틱,전자레인지+인덕션,"냉장고,세탁기,TV,청소기,조리기기,공기청정기,식기세척기"
user_0630,2인,아파트,기타,63,중간,클래식,거의 안 함,주 1회,게임 중심,무,100만원대,일시불,250,8,75.0,스틱,전자레인지,"냉장고,세탁기,청소기,식기세척기"
user_0631,2인,아파트,드레스룸,61,중간,클래식,가끔,주 1회,,무,100만원대,일시불,200,6,,스틱,전자레인지+인덕션,"냉장고,청소기,조리기기,공기청정기"
user_0632,1인,아파트,기타,77,큼,미니멀,가끔,주 2~3회,영화/OTT 중심,무,200~300만원,일시불,200,8,55.0,스틱,전자레인지+인덕션,"냉장고,세탁기,조리기기"
user_0633,3~4인,원룸,,21,작음,모던,가끔,주 2~3회,영화/OTT 중심,무,300~500만원,일시불,350,10,50.0,스틱,전자레인지+인덕션,"냉장고,세탁기,건조기,TV,청소기,조리기기"
user_0634,2인,주택,기타,130,큼,클래식,거의 안 함,주 1회,영화/OTT 중심,무,100만원대,일시불,300,8,50.0,스틱,전자레인지,"냉장고,세탁기,청소기"
user_0635,2인,주택,방,50,중간,클래식,가끔,주 1회,일반 TV 시청,유,100만원대,일시불,300,7,50.0,로봇+스틱,전자레인지+인덕션,"세탁기,청소기,조리기기"
user_0636,2인,주택,드레스룸,86,큼,미니멀,거의 안 함,주 2~3회,,무,500만원 이상,일시불,300,10,,로봇,전자레인지,"냉장고,세탁기,청소기"
user_0637,5인 이상,주택,기타,46,중간,미니멀,자주,주 1회,게임 중심,무,200~300만원,일시불,500,8,75.0,로봇,빌트인 오븐,"냉장고,세탁기"
user_0638,5인 이상,아파트,서재,54,중간,인더스트리얼,거의 안 함,주 1회,영화/OTT 중심,무,200~300만원,일시불,400,6,55.0,로봇,전자레인지,"냉장고,세탁기,TV,청소기"
user_0639,2인,오피스텔,서재,37,중간,인더스트리얼,가끔,주 2~3회,일반 TV 시청,무,500만원 이상,아직 잘 모름,300,8,50.0,무선청소기,전자레인지+인덕션,"세탁기,TV,청소기,조리기기,공기청정기,식기세척기"
user_0640,2인,아파트,방,127,큼,모던,거의 안 함,주 2~3회,일반 TV 시청,무,300~500만원,일시불,200,8,50.0,무선청소기,전자레인지,"냉장고,세탁기,TV,공기청정기"
user_0641,1인,오피스텔,방,37,중간,모던,자주,주 1회,일반 TV 시청,무,200~300만원,일시불,150,6,43.0,로봇,빌트인 오븐,"냉장고,세탁기,청소기"
user_0642,3~4인,아파트,주방,46,중간,모던,가끔,주 2~3회,,무,100만원대,렌탈,400,8,,스틱,전자레인지+인덕션,"세탁기,청소기,조리기기"
user_0643,2인,아파트,서재,58,중간,내추럴,가끔,주 1회,영화/OTT 중심,유,300~500만원,일시불,250,7,50.0,스틱(펫모드),전기오븐,"냉장고,세탁기,TV,청소기,공기청정기"
user_0644,1인,아파트,드레스룸,56,중간,클래식,거의 안 함,주 1회,,유,300~500만원,일시불,180,7,,스틱(펫모드),전자레인지,"냉장고,세탁기,청소기,공기청정기"
